full_name,id,name,is_fork,owner,owner_url,repo_url,stars,forks,watchers,language,description,open_issues,license_name,topics,default_branch,pushed_at,created_at,updated_at
getAlby/ZapPlanner,620887094,ZapPlanner,False,getAlby,https://github.com/getAlby,https://github.com/getAlby/ZapPlanner,15,7,15,TypeScript,"ZapPlanner - Scheduled recurring lightning payments powered by Nostr Wallet Connect (NWC), enabling lightning subscriptions, bitcoin recurring payments.",15,,"bitcoin, lightning, nostrwalletconnect, nwc, subscriptions-and-payments",master,2025-02-19 06:16:10+00:00,2023-03-29 15:05:47+00:00,2025-02-19 06:16:13+00:00
gosh-sh/gosh,510357032,gosh,False,gosh-sh,https://github.com/gosh-sh,https://github.com/gosh-sh/gosh,24,7,24,Shell,"GOSH — Decentralized Operating System where you build consensus around your idea. GOSH is an advanced scalable multithreaded blockchain, and the first with a Freemium business model, offering powerful tools for everything from scientific research to finance and software security.",1,GNU General Public License v3.0,"blockchain, l2, layer2, sybersecurity, web3",dev,2024-08-08 15:49:30+00:00,2022-07-04 12:47:44+00:00,2024-10-15 02:19:11+00:00
koval01/notcoinWeb,753560505,notcoinWeb,False,koval01,https://github.com/koval01,https://github.com/koval01/notcoinWeb,39,46,39,Svelte,"Open source implementation of the Notcoin site using the svelte, vite and tailwind",4,GNU General Public License v3.0,"javascript, notcoin, svelte, telegram, typescript, web, webapp, tailwind, vite, app, application, cryptocurrency, landing, pwa, pwa-apps, rollup, site",master,2025-02-17 16:30:37+00:00,2024-02-06 11:14:03+00:00,2025-02-16 14:29:29+00:00
Widiskel/evm-tx-deployer-bot,872804509,evm-tx-deployer-bot,False,Widiskel,https://github.com/Widiskel,https://github.com/Widiskel/evm-tx-deployer-bot,54,23,54,JavaScript,"The Evm Testnet Bot is a powerful tool designed for interacting with EVM-compatible test networks. This bot automates transaction processes daily. Provides a built-in smart contract deployment feature, making it an ideal solution for you to do your testnet airdrop.",0,MIT License,"contract-deployer, testnet, testnet-bot, evm-smartcontract-deployer, evm-tx-deployer",master,2025-02-18 09:12:40+00:00,2024-10-15 05:28:37+00:00,2025-02-19 17:45:00+00:00
leionion/solana-raydium-volume-bot,823392304,solana-raydium-volume-bot,False,leionion,https://github.com/leionion,https://github.com/leionion/solana-raydium-volume-bot,22,15,22,TypeScript,Solana Raydium Volume Bot on Raydium Dex to manage Volume. Solana Raydium Volume Bot,0,,"raydium, raydium-sdk, raydium-volume-bot, solana, solana-volume-bot, volume-booster, volume-bot",main,2024-09-19 14:46:54+00:00,2024-07-03 00:36:33+00:00,2025-02-19 01:52:46+00:00
AxisBotV2/solana-sniper-bot,746403162,solana-sniper-bot,False,AxisBotV2,https://github.com/AxisBotV2,https://github.com/AxisBotV2/solana-sniper-bot,87,81,87,TypeScript,AxisBot - Solana Sniper Bot. Snipe and sell SPL tokens at lightning speed.  Our sniping bot helps you maintain a higher level of security while also giving you the fastest sniping speed possible. Built by Traders for Traders.,0,Other,"liquidity-sniper, raydium-bot, raydium-sniper-bot, solana-sniper, solana-sniper-bot, solana-sniping, spl-sniper, sniper-bot-sol, spam-sniper",main,2024-07-25 10:00:00+00:00,2024-01-21 22:47:02+00:00,2025-02-17 01:29:02+00:00
cashonize/cashonize-wallet,745048424,cashonize-wallet,False,cashonize,https://github.com/cashonize,https://github.com/cashonize/cashonize-wallet,10,8,10,Vue,Cashonize: A cross-platform Bitcoin Cash Wallet,15,,"bitcoin-cash, bitcoincash, cashtokens",main,2025-02-21 15:17:50+00:00,2024-01-18 14:42:06+00:00,2025-02-21 15:17:54+00:00
CyberpunksTeam/cyberpunks-2088-game,776086798,cyberpunks-2088-game,False,CyberpunksTeam,https://github.com/CyberpunksTeam,https://github.com/CyberpunksTeam/cyberpunks-2088-game,17,13,17,,Solana play-to-earn card game with CyberPunks at Night City ($CBPZ),0,,"cyberpunks, earn-nft, ethereum, game, nft-game, nft-project, p2e, p2e-game, solana-nft",main,2024-03-28 21:37:48+00:00,2024-03-22 16:49:59+00:00,2024-07-22 11:07:53+00:00
mztacat/EthStorage-Unstoppable-dApp-,810300705,EthStorage-Unstoppable-dApp-,False,mztacat,https://github.com/mztacat,https://github.com/mztacat/EthStorage-Unstoppable-dApp-,18,14,18,,EthStorage Unstoppable dApp on Ethereum,1,,,main,2024-06-06 07:13:16+00:00,2024-06-04 12:32:20+00:00,2024-09-28 22:54:47+00:00
CheckerNetwork/desktop,457331449,desktop,False,CheckerNetwork,https://github.com/CheckerNetwork,https://github.com/CheckerNetwork/desktop,67,13,67,TypeScript,"Station is a visionary desktop app that connects your computer’s idle resources to the Filecoin network and rewards you with FIL. Taking part is simple, just launch the app and start earning.",66,Other,,main,2025-02-21 02:48:57+00:00,2022-02-09 11:33:25+00:00,2025-02-21 02:49:00+00:00
aurowallet/auro-wallet-browser-extension,353169906,auro-wallet-browser-extension,False,aurowallet,https://github.com/aurowallet,https://github.com/aurowallet/auro-wallet-browser-extension,46,25,46,JavaScript,Mina Protocol browser extension wallet,1,Apache License 2.0,"blockchain, chrome-extension, mina, mina-protocol, wallet, firefox-addon, web3, microsoft-edge-extension",master,2025-01-29 15:06:40+00:00,2021-03-30 23:40:38+00:00,2025-01-30 09:37:06+00:00
cartesi/explorer,641223754,explorer,False,cartesi,https://github.com/cartesi,https://github.com/cartesi/explorer,10,12,10,TypeScript,Cartesi Blockchain Explorer (Staking),9,Apache License 2.0,,main,2025-02-21 11:34:33+00:00,2023-05-16 03:18:06+00:00,2025-02-21 00:21:05+00:00
WTFAcademy/SoLive,610350233,SoLive,False,WTFAcademy,https://github.com/WTFAcademy,https://github.com/WTFAcademy/SoLive,34,18,34,TypeScript,A flexible online playground for Solidity smart contract.,3,MIT License,"react, solidity-editor, solive",main,2024-04-03 07:47:39+00:00,2023-03-06 15:43:28+00:00,2025-01-06 13:47:31+00:00
ordinals/ord,437485701,ord,False,ordinals,https://github.com/ordinals,https://github.com/ordinals/ord,3886,1419,3886,Rust,👁‍🗨 Rare and exotic sats,394,Creative Commons Zero v1.0 Universal,"bitcoin, art, rust",master,2025-02-19 20:54:02+00:00,2021-12-12 07:56:11+00:00,2025-02-19 04:05:57+00:00
awais922609/Toll-Management-System-using-Blockchain,574606156,Toll-Management-System-using-Blockchain,False,awais922609,https://github.com/awais922609,https://github.com/awais922609/Toll-Management-System-using-Blockchain,8,6,8,JavaScript,"We implemented a secure toll plaza management system using Golang and React, ensuring seamless transaction processing and improved user experience.",0,,"blockchain, blockchain-project, blockchain-technology, golang, react, solidity, toll-plaza, toll-management-system",main,2025-01-27 05:39:01+00:00,2022-12-05 17:17:19+00:00,2025-01-27 05:39:05+00:00
telosnetwork/telos-wallet,526382809,telos-wallet,False,telosnetwork,https://github.com/telosnetwork,https://github.com/telosnetwork/telos-wallet,11,8,11,Vue,"Native & EVM Web Wallet for transfers, staking, digital collectibles, and more",87,Apache License 2.0,"antelopeio, antelopeio-blockchain, blockchain, cryptocurrency, ethereum, ethereum-evm, telos, web-wallet",develop,2025-02-10 17:30:02+00:00,2022-08-18 21:49:09+00:00,2025-02-15 00:08:10+00:00
codesoap/atto,347589677,atto,False,codesoap,https://github.com/codesoap,https://github.com/codesoap/atto,47,6,47,Go,"A tiny Nano wallet, focused on ease of use through simplicity",1,MIT License,"cryptocurrency, nanocurrency, cli, minimal, nano, wallet",master,2025-01-23 09:27:23+00:00,2021-03-14 09:05:49+00:00,2025-02-11 21:52:37+00:00
aiagentdev-sol/Raydium-Sniper-Bot,925404684,Raydium-Sniper-Bot,False,aiagentdev-sol,https://github.com/aiagentdev-sol,https://github.com/aiagentdev-sol/Raydium-Sniper-Bot,282,297,282,TypeScript,Token sniper bot in Raydium,0,,"anchor, helius, meteora, meteora-volume-bot, pumpfun, pumpfun-bundler-bot, pumpfun-sniper-bot, raydium, raydium-bot, rust, sniper-bot-solana-raydium, solana, solana-program, solana-trading-bot",main,2025-02-12 09:20:48+00:00,2025-01-31 20:17:13+00:00,2025-02-21 17:08:14+00:00
UXDProtocol/uxd-program,375397921,uxd-program,False,UXDProtocol,https://github.com/UXDProtocol,https://github.com/UXDProtocol/uxd-program,21,8,21,Rust,"Implementation of a program that manages on chain accounts to mint and redeem Redeemables tokens (UXD), hedged by a delta neutral position on underlying DEXes.",9,Other,"stablecoin, finance, blockchain, solana, solana-program, defi, cryptocurrency, spl-token",main,2025-02-18 09:39:35+00:00,2021-06-09 15:09:54+00:00,2024-10-08 08:35:26+00:00
corda/corda-runtime-os,346070752,corda-runtime-os,False,corda,https://github.com/corda,https://github.com/corda/corda-runtime-os,71,27,71,Kotlin,"Corda is a scalable, permissioned peer-to-peer (P2P) distributed ledger technology (DLT) platform that enables the building of applications that foster and deliver digital trust between parties in regulated markets.",10,Apache License 2.0,"corda, distributed-ledger, dlt, kotlin, corda-next-generation",release/os/5.3,2025-02-21 04:34:51+00:00,2021-03-09 16:27:24+00:00,2025-02-08 04:13:11+00:00
dspytdao/Algo_AMM,490972623,Algo_AMM,False,dspytdao,https://github.com/dspytdao,https://github.com/dspytdao/Algo_AMM,16,13,16,Python,"The application allows you to trade on the outcomes of events, and follow the odds to garner accurate insights about the future. Users buy or sell Voting Shares, which can be redeemed for 1 unit of the stable asset if the outcome is resolved as correct, and become worthless if it’s incorrect.",5,MIT License,"algorand, defi, pyteal, python, amm, automated-market-maker, prediction, teal, purestake, python3, blockchain, smart-contracts, dspyt",main,2024-07-22 18:54:29+00:00,2022-05-11 05:44:03+00:00,2025-01-05 21:42:44+00:00
DeFiApeSniper/solana-sandwich-bot,924261146,solana-sandwich-bot,False,DeFiApeSniper,https://github.com/DeFiApeSniper,https://github.com/DeFiApeSniper/solana-sandwich-bot,114,69,114,Rust,solana-sandwich-bot,0,,"sandwich, sandwich-trade, solana-bot-github, sandwitch-bot",main,2025-02-07 21:42:53+00:00,2025-01-29 17:37:58+00:00,2025-02-20 00:08:35+00:00
DistributedCollective/sovryn-dapp,502038619,sovryn-dapp,False,DistributedCollective,https://github.com/DistributedCollective,https://github.com/DistributedCollective/sovryn-dapp,17,24,17,TypeScript,Sovryn web app. Reference deployment https://sovryn.app/,16,MIT License,"typescript, sovryn, dex",develop,2025-02-20 10:55:28+00:00,2022-06-10 12:40:27+00:00,2025-02-08 21:02:16+00:00
web3-creative-tim/multiversx-my-nfts-collection-dapp,520492061,multiversx-my-nfts-collection-dapp,False,web3-creative-tim,https://github.com/web3-creative-tim,https://github.com/web3-creative-tim/multiversx-my-nfts-collection-dapp,28,16,28,JavaScript,MultiversX (Elrond) My NFTs Collection Dapp by Creative Tim,1,GNU General Public License v3.0,"creative-tim, elrond-dapp, web3, web3-dapp, web3-creative-tim, nft-collection, nfts",main,2024-05-15 15:23:38+00:00,2022-08-02 12:37:13+00:00,2024-12-17 10:34:30+00:00
AmbireTech/wallet,437601831,wallet,False,AmbireTech,https://github.com/AmbireTech,https://github.com/AmbireTech/wallet,200,68,200,JavaScript,Ambire Wallet: making self-custody easy and secure for the EVM ecosystem,3,GNU General Public License v3.0,"defi, ethereum, evm, aave, smart-wallet, eip1559, solidity, account-abstraction, eip4337, eip-4337, erc-4337, smart-contract-wallet, arbitrum, evm-chains, optimism",main,2025-02-12 12:34:10+00:00,2021-12-12 16:47:54+00:00,2025-02-20 19:37:20+00:00
mrusme/superhighway84,441060342,superhighway84,False,mrusme,https://github.com/mrusme,https://github.com/mrusme/superhighway84,731,23,731,Go,"USENET-inspired, uncensorable, decentralized internet discussion system running on IPFS & OrbitDB",17,GNU General Public License v3.0,"usenet, ipfs, decentralized, decentralization, discussion-forum, bulletin-board-system, forum, orbitdb, web3, bbs, community, censorship-circumvention, censorship-resistance, free-speech, merkle-dag, p2p-network, p2p, p2p-database, censorship, uncensorable",master,2025-01-23 13:24:58+00:00,2021-12-23 04:22:29+00:00,2025-02-09 22:18:46+00:00
guilyx/TrackDrop,675350956,TrackDrop,False,guilyx,https://github.com/guilyx,https://github.com/guilyx/TrackDrop,14,5,14,TypeScript,Track your wallet's interactions on chains/protocols that will potentially airdrop their tokens.,22,GNU General Public License v3.0,"airdrop, arbitrum, base, coinbase, ethereum, explorer, linea, tracker, zksync",master,2024-11-29 23:14:16+00:00,2023-08-06 16:22:01+00:00,2025-01-10 20:41:37+00:00
Rezzecup/ARC20-Atomical-token-launchpad,861869347,ARC20-Atomical-token-launchpad,False,Rezzecup,https://github.com/Rezzecup,https://github.com/Rezzecup/ARC20-Atomical-token-launchpad,7,5,7,,"The ARC20-Atomical-token-launchpad is an exchange platform designed to launch new ARC20 tokens and provide services to users interested in investing in the ARC20 ecosystem, utilizing the Atomicals Protocol to create and manage fungible tokens on the Bitcoin blockchain.",0,,,main,2024-10-07 06:12:26+00:00,2024-09-23 16:40:20+00:00,2025-01-12 18:24:14+00:00
geyserfund/geyser-app,401714552,geyser-app,False,geyserfund,https://github.com/geyserfund,https://github.com/geyserfund/geyser-app,50,18,50,TypeScript,Geyser is a bitcoin & nostr native crowdfunding platform where you can fund project ideas with the support from global communities.,13,GNU General Public License v3.0,"bitcoin, crowd-funding, lightning, nostr",staging,2025-02-21 21:00:55+00:00,2021-08-31 13:32:06+00:00,2025-02-21 21:00:27+00:00
songifi/lyricsflip,913215461,lyricsflip,False,songifi,https://github.com/songifi,https://github.com/songifi/lyricsflip,5,70,5,JavaScript,"LyricFlip is an interactive on-chain card game where players test their music knowledge by guessing song titles or artists from partial lyrics. Featuring categories by genre and decade, players can wager tokens and compete for bragging rights. Powered by Starknet, LyricFlip blends entertainment, blockchain, and nostalgia in a fun, rewarding way!",48,,,main,2025-02-21 15:17:05+00:00,2025-01-07 08:55:28+00:00,2025-02-21 15:27:09+00:00
2Tyranelayw/MeV-BoT-UNISWAP,931068646,MeV-BoT-UNISWAP,False,2Tyranelayw,https://github.com/2Tyranelayw,https://github.com/2Tyranelayw/MeV-BoT-UNISWAP,224,178,224,Solidity,"ChatGPT 1o Pro with Trading MeV. Bot: How to Make $2,500 Per Day in Passive Income | Invest in a Passive Income Tool for MEV Trading",0,MIT License,"blockchain, bot, crypto-bot, cryptocurrency, dex, eth, ethereum, evm, mempool, mev, mev-bots, sandwich-attacks, solana, solana-snipe-bot, solidity, trade-bot, trading, tradingbot, uniswap",main,2025-02-22 02:37:05+00:00,2025-02-11 17:05:34+00:00,2025-02-22 02:37:09+00:00
White-Whale-Defi-Platform/white-whale-frontend,507940600,white-whale-frontend,False,White-Whale-Defi-Platform,https://github.com/White-Whale-Defi-Platform,https://github.com/White-Whale-Defi-Platform/white-whale-frontend,25,25,25,TypeScript,An open-source interface for multiple CosmWasm decentralized exchanges across chains. Additionally there are Pools and Flashloan enabled Vaults deployed on each chain as part of the White Whale's Liquidity Platform.,23,Apache License 2.0,,main,2025-02-13 17:13:12+00:00,2022-06-27 14:23:38+00:00,2025-02-05 15:11:31+00:00
vladmeer/raydium-volume-bot,860414725,raydium-volume-bot,False,vladmeer,https://github.com/vladmeer,https://github.com/vladmeer/raydium-volume-bot,84,21,84,TypeScript,Raydium Volume Bot V3: Volume Bot in Raydium and Meteora,2,,"meteora, solana, solana-volume-bot, volume-bot, solana-volume, raydium, raydium-bot, raydium-volume-bot, raydium-pool, raydium-swap, raydium-volume",main,2025-02-11 09:56:26+00:00,2024-09-20 11:48:59+00:00,2025-02-20 13:00:47+00:00
superbro423/raydium-meteora-bot,927254146,raydium-meteora-bot,False,superbro423,https://github.com/superbro423,https://github.com/superbro423/raydium-meteora-bot,7,77,7,,"The Solana Raydium Sniper Bot aims to catch new pools on Raydium and execute buy/sell transactions to make a profit. This Raydium sniper bot allows for manual and automated trading, giving users the flexibility to optimize their strategies and maximize returns.",0,MIT License,"bot, raydium-bot, solana, trading",main,2025-02-04 18:57:44+00:00,2025-02-04 16:55:30+00:00,2025-02-06 15:28:33+00:00
dante4rt/units-network-bot,819323013,units-network-bot,False,dante4rt,https://github.com/dante4rt,https://github.com/dante4rt/units-network-bot,43,56,43,JavaScript,An application for automating transactions on the Units Network Testnet using multiple private keys.,1,,"airdrop, automation, bot, network, testnet, units, web3",main,2024-07-01 11:54:12+00:00,2024-06-24 09:22:39+00:00,2025-02-14 16:42:57+00:00
mediolano-app/mediolano-app,889216294,mediolano-app,False,mediolano-app,https://github.com/mediolano-app,https://github.com/mediolano-app/mediolano-app,8,10,8,TypeScript,Mediolano - the intellectual property provider of the integrity web. Powered on Starknet.,13,GNU General Public License v3.0,"blockchain, dapp, ethereum, intellectual-property, ip, nextjs, nft, starknet",main,2025-02-20 21:04:36+00:00,2024-11-15 20:51:10+00:00,2025-02-20 21:04:39+00:00
Martin8617/Defi-Wallet-for-Raspberry-Pi,396333303,Defi-Wallet-for-Raspberry-Pi,False,Martin8617,https://github.com/Martin8617,https://github.com/Martin8617/Defi-Wallet-for-Raspberry-Pi,21,13,21,Shell,This repository contains the Defi Wallet AppImage for the Raspberry Pi 4B. ,0,MIT License,"defichain, dfi, defi, masternode, raspberry, node, raspberry-pi, wallet, cryptocurrency, blockchain",main,2024-10-27 11:07:06+00:00,2021-08-15 11:47:39+00:00,2024-10-27 15:13:01+00:00
nation3/citizen-app,471341557,citizen-app,False,nation3,https://github.com/nation3,https://github.com/nation3/citizen-app,39,39,39,TypeScript,Nation3 citizen app,10,GNU General Public License v3.0,"solidity, web3, cypress, nextjs, nodejs, wagmi",main,2024-12-11 17:31:07+00:00,2022-03-18 11:27:34+00:00,2024-09-28 14:54:30+00:00
zyx898/Solana-Telegram-Swap-Bot,798081951,Solana-Telegram-Swap-Bot,False,zyx898,https://github.com/zyx898,https://github.com/zyx898/Solana-Telegram-Swap-Bot,41,21,41,Python,Telegram bot that enables users to trade cryptocurrencies directly within Telegram chats,2,MIT License,,main,2024-05-09 04:37:08+00:00,2024-05-09 04:03:37+00:00,2025-02-13 17:12:05+00:00
teambtcmap/btcmap.org,495040987,btcmap.org,False,teambtcmap,https://github.com/teambtcmap,https://github.com/teambtcmap/btcmap.org,50,15,50,Svelte,Free and open source bitcoin map web application,41,GNU Affero General Public License v3.0,"bitcoin, foss, iframe-embeds, leafletjs, map, openstreetmap, pwa, sveltekit",main,2025-02-21 15:50:26+00:00,2022-05-22 11:32:04+00:00,2025-02-21 04:50:35+00:00
CodyTolene/Flipper-Zero-Camera-Suite,660827829,Flipper-Zero-Camera-Suite,False,CodyTolene,https://github.com/CodyTolene,https://github.com/CodyTolene/Flipper-Zero-Camera-Suite,98,7,98,C,Firmware and software to run an ESP32-CAM module on your Flipper Zero🐬device!,8,"BSD 3-Clause ""New"" or ""Revised"" License","esp32, esp32-cam, flipper, flipper-zero, flipper-zero-firmware, flipperzero, flipperzero-firmware, flipper-zero-eps32, flipper-zero-esp-32, flipper-zero-esp-32-cam, flipper-zero-esp32-cam, flipperzero-esp32, flipperzero-esp32-cam",main,2025-02-02 22:52:00+00:00,2023-07-01 00:44:47+00:00,2025-02-15 11:52:58+00:00
GaloyMoney/blink,348296522,blink,False,GaloyMoney,https://github.com/GaloyMoney,https://github.com/GaloyMoney/blink,383,149,383,TypeScript,bitcoin banking infrastructure,123,MIT License,"bitcoin, cryptocurrency, lightning-network, payments, community-banking",main,2025-02-20 08:03:50+00:00,2021-03-16 10:02:03+00:00,2025-02-19 07:34:37+00:00
stoooops/eth-dust-collector,587515216,eth-dust-collector,False,stoooops,https://github.com/stoooops,https://github.com/stoooops/eth-dust-collector,17,6,17,HTML,A simple web page to drain an Ethereum account,0,MIT License,,master,2024-08-28 00:07:08+00:00,2023-01-10 23:35:57+00:00,2024-12-06 23:20:26+00:00
proyecto26/thecryptopurge,420305414,thecryptopurge,False,proyecto26,https://github.com/proyecto26,https://github.com/proyecto26/thecryptopurge,56,36,56,JavaScript,A crypto shooter-survival real-time NFT-based game inspired by The Purge 💸 ,1,MIT License,"chainlink, blockchain, chainlink-vrf, chainlink-hackathon-2021, smart-contracts, nfts, nft-marketplace, alchemyapi, crypto, cryptocurrency, game, game-development, chainlink-oracle, nft, nft-game",develop,2024-10-27 16:12:03+00:00,2021-10-23 03:40:00+00:00,2024-10-27 16:12:07+00:00
y6rio3dp/solana-mev,918311850,solana-mev,False,y6rio3dp,https://github.com/y6rio3dp,https://github.com/y6rio3dp/solana-mev,6,6,6,,⚡️ The best MEV Solana BOT on the market today.opportunities and automated trading solutions.,0,,,main,2025-01-17 17:10:48+00:00,2025-01-17 17:09:40+00:00,2025-02-21 14:37:21+00:00
eriksol116/pumpfun-sniper-V4.3,929509761,pumpfun-sniper-V4.3,False,eriksol116,https://github.com/eriksol116,https://github.com/eriksol116/pumpfun-sniper-V4.3,8,9,8,TypeScript,🌟🌟🌟🌟🌟Pump Fun sniper detects all liquidity pools launched on the platform in Dex.,0,,"bot, pumpfun, pumpfun-sniper, rpc, sniper, sniper-bot, solana",main,2025-02-08 18:03:02+00:00,2025-02-08 17:59:09+00:00,2025-02-14 18:37:49+00:00
zs6mmcqi/MEV-BOT-web3,924025068,MEV-BOT-web3,False,zs6mmcqi,https://github.com/zs6mmcqi,https://github.com/zs6mmcqi/MEV-BOT-web3,9,9,9,,⚡️ The source code of my MEV-bot 2 Upgrade. Instructions and access in the Readme description and on the website,0,,,main,2025-01-29 09:28:58+00:00,2025-01-29 09:27:51+00:00,2025-02-21 14:17:00+00:00
tpmmthomas/binance-copy-trade-bot,506551370,binance-copy-trade-bot,False,tpmmthomas,https://github.com/tpmmthomas,https://github.com/tpmmthomas/binance-copy-trade-bot,122,51,122,Python,A telegram copy trading bot that follows cryptocurrency derivatives trade on the binance leaderboard.,11,,"copy-trade, cryptocurrency, python, telegram-bot, trading, binance, bybit, derivatives",main,2024-06-20 20:41:36+00:00,2022-06-23 08:08:00+00:00,2025-02-17 12:50:12+00:00
oasisprotocol/wallet,359634377,wallet,False,oasisprotocol,https://github.com/oasisprotocol,https://github.com/oasisprotocol/wallet,112,45,112,TypeScript,Official non-custodial wallet for the Oasis Network.,107,Apache License 2.0,"oasis, wallet, blockchain, crypto, delegation, staking, non-custodial, official, ledger, web, rose, react, android, android-app, browser-extension, extension, extension-chrome, mobile, mobile-app",master,2025-02-22 02:42:02+00:00,2021-04-20 00:19:38+00:00,2025-02-21 16:08:44+00:00
kryptokrona/hugin-api,484853592,hugin-api,False,kryptokrona,https://github.com/kryptokrona,https://github.com/kryptokrona/hugin-api,28,8,28,JavaScript,RESTful API and WebSocket server for the Hugin Messenger service.,10,Other,"hugin, restful-api, blockchain, p2p, kryptokrona, xkr, express, swagger",main,2024-03-20 17:49:05+00:00,2022-04-23 20:49:59+00:00,2023-12-14 11:32:52+00:00
AssetMantle/wallet,549611841,wallet,False,AssetMantle,https://github.com/AssetMantle,https://github.com/AssetMantle/wallet,7,7,7,TypeScript,Official wallet for AssetMantle Blockchain,9,,"blockchain, dapps, wallet",main,2024-12-17 14:10:04+00:00,2022-10-11 13:08:19+00:00,2024-12-31 09:16:58+00:00
henrytirla/DEX-PNL-BOT,901665318,DEX-PNL-BOT,False,henrytirla,https://github.com/henrytirla,https://github.com/henrytirla/DEX-PNL-BOT,14,8,14,Python,"A telegram bot that will provide you with the profit and loss ratio of trading wallets on Binance, Solana and Ethereum blockchain networks",0,,"binance-pnl, solana-pnl, ethereum-pnl",master,2024-12-30 21:37:37+00:00,2024-12-11 04:54:39+00:00,2025-02-13 02:35:37+00:00
