full_name,id,name,is_fork,owner,owner_url,repo_url,stars,forks,watchers,language,description,open_issues,license_name,topics,default_branch,pushed_at,created_at,updated_at
neo4j-partners/neo4j-generative-ai-azure,637014387,neo4j-generative-ai-azure,False,neo4j-partners,https://github.com/neo4j-partners,https://github.com/neo4j-partners/neo4j-generative-ai-azure,48,26,48,Jupyter Notebook,Demonstration application showing how Neo4j works with Microsoft Azure OpenAI Service,0,Apache License 2.0,,main,2024-02-27 08:49:16+00:00,2023-05-06 08:38:26+00:00,2025-01-05 20:39:52+00:00
FuelLabs/sway-farm,595879967,sway-farm,False,FuelLabs,https://github.com/FuelLabs,https://github.com/FuelLabs/sway-farm,1423,312,1423,TypeScript,Farm 🍅 on the Fuel network.,27,,blockchain,main,2025-02-14 13:10:27+00:00,2023-02-01 01:49:12+00:00,2025-02-20 09:53:50+00:00
Immutal0/solana-raydium-volume-bot,931378291,solana-raydium-volume-bot,False,Immutal0,https://github.com/Immutal0,https://github.com/Immutal0/solana-raydium-volume-bot,7,8,7,TypeScript,"About solana trading bot, raydium volume bot, distribute SOL and automate buy and sell with new wallet, high speed, massive transaction",0,,"raydium, solana, volumebot",master,2025-02-12 07:11:28+00:00,2025-02-12 07:10:03+00:00,2025-02-18 01:33:20+00:00
diogomatoschaves/MyCryptoBot,347037914,MyCryptoBot,False,diogomatoschaves,https://github.com/diogomatoschaves,https://github.com/diogomatoschaves/MyCryptoBot,126,26,126,Python,Open source crypto trading platform to automate trading strategies.,3,,"algorithmic-trading, algotrading, backtesting, backtesting-trading-strategies, binance, binance-bot, binance-trading-bots, crypto, crypto-trading, crypto-trading-bot, cryptocurrency, open-source, quantitative-analysis, quantitative-trading, trading, trading-bot, trading-bot-for-binance, trading-platform, trading-strategies, trading-systems",master,2024-04-17 00:28:54+00:00,2021-03-12 11:08:30+00:00,2025-02-21 18:56:47+00:00
JeffreytheCoder/med-chain,524317280,med-chain,False,JeffreytheCoder,https://github.com/JeffreytheCoder,https://github.com/JeffreytheCoder/med-chain,31,11,31,JavaScript,A blockchain-based Electrical Medical Records (EMR) system.,0,MIT License,"blockchain, ethereum, ipfs, react",master,2024-04-17 20:47:03+00:00,2022-08-13 06:09:38+00:00,2025-02-10 10:47:32+00:00
ngutech21/moksha,627377432,moksha,False,ngutech21,https://github.com/ngutech21,https://github.com/ngutech21/moksha,77,25,77,Rust,A Cashu wallet and mint written in Rust,20,MIT License,"bitcoin, cryptocurrency, ecash",master,2024-12-18 09:35:40+00:00,2023-04-13 10:44:01+00:00,2025-01-30 00:05:46+00:00
prnvbaraiya/E-Voting-System-Using-Blockchain,529478127,E-Voting-System-Using-Blockchain,False,prnvbaraiya,https://github.com/prnvbaraiya,https://github.com/prnvbaraiya/E-Voting-System-Using-Blockchain,28,12,28,JavaScript,E-voting system using blockchain & face recognition where user can give vote using blockchain and user must recognize using face recognition software. we are using blockchain so the voting data can't be altered and for only one vote casting face recognition so only one user can cast one vote. if you have any problems drop me a mail,2,,"blockchain, e-voting, express, mini-project, minor-project, nodejs, python, react, solidity, solidity-contracts, face-authentication, face-recognition, machine-learning, ethereum",master,2024-04-15 08:53:25+00:00,2022-08-27 04:11:57+00:00,2025-02-21 09:02:03+00:00
vishalxl/nostr_console,512478549,nostr_console,False,vishalxl,https://github.com/vishalxl,https://github.com/vishalxl/nostr_console,443,34,443,Dart,"Nostr console is an open-source twitter-like social network, direct chat app and group chat all bundled into one program. Built on the decentralized Nostr protocol.",15,GNU Affero General Public License v3.0,"chat, cross-platform, dart, nostr, social-network, terminal, web3",main,2024-09-29 17:29:35+00:00,2022-07-10 16:04:19+00:00,2025-02-07 13:18:54+00:00
marlowe-lang/marlowe-runner,644399384,marlowe-runner,False,marlowe-lang,https://github.com/marlowe-lang,https://github.com/marlowe-lang/marlowe-runner,8,6,8,PureScript,A simple app which allows you to deploy and progress through Marlowe contract on Cardano.,0,Apache License 2.0,,main,2024-05-10 12:32:21+00:00,2023-05-23 12:43:13+00:00,2025-02-20 20:19:37+00:00
SolanabuyBot/Solana-Bot,837656828,Solana-Bot,False,SolanabuyBot,https://github.com/SolanabuyBot,https://github.com/SolanabuyBot/Solana-Bot,12,50,12,JavaScript,"Solana Trading Bot is a powerful and flexible platform designed for automated trading on the Solana blockchain. It allows users to optimize their trading strategies with high-speed transaction capabilities, leveraging advanced algorithms and real-time market analysis. Ideal for both beginners and experienced traders looking to maxmize their returns",0,,"algorithmic-trading, automated-trading, blockchain, crypto-bot, cryptocurrency, financial-markets, high-frequency-trading, pump-bot, pumpfun, pumpfun-bot, pumpfunbot, solana, trading-bot",main,2024-09-07 16:54:39+00:00,2024-08-03 16:10:56+00:00,2025-02-04 19:52:43+00:00
blockscout/frontend,498441336,frontend,False,blockscout,https://github.com/blockscout,https://github.com/blockscout/frontend,201,538,201,TypeScript,Front-end application for Blockscout,65,GNU General Public License v3.0,"blockchain, ethereum, explorer",main,2025-02-21 15:06:34+00:00,2022-05-31 17:52:50+00:00,2025-02-21 04:11:00+00:00
ethan-green-solana/Sniper-Calls-Bot,887506250,Sniper-Calls-Bot,False,ethan-green-solana,https://github.com/ethan-green-solana,https://github.com/ethan-green-solana/Sniper-Calls-Bot,107,31,107,Python,"Sniper Calls Bot is a state-of-the-art automated trading tool developed by Solana experts, specifically designed for meme coins. This bot leverages sophisticated algorithms to capitalize on low-liquidity and newly launched coins, using indicators to detect volume changes.",0,GNU General Public License v3.0,,main,2025-02-01 12:19:44+00:00,2024-11-12 21:05:34+00:00,2025-02-14 15:43:38+00:00
vfvfaa/trading-bot,699964045,trading-bot,False,vfvfaa,https://github.com/vfvfaa,https://github.com/vfvfaa/trading-bot,16,2,16,C++,Crypto Trading Bot. A special assistant for your cryptocurrency trading.,0,,"crypto-bot, crypto-tools, crypto-trading, trading-algorithms, auto-trading-tool, crypto-analysis-tool, crypto-signals, crypto-signals-bot, crypto-trading-robot, crypto-trading-script, crypto-trading-software-free, online-trading-tools, stock-trading, trading-alerts, trading-bot-for-multiple-exchanges, trading-botcryptocurrency, trading-platform, trading-signals, trading-software, trading-strategy",main,2024-08-23 21:17:22+00:00,2023-10-03 17:20:14+00:00,2025-01-05 15:40:31+00:00
akenshaw/flowsurface,781685192,flowsurface,False,akenshaw,https://github.com/akenshaw,https://github.com/akenshaw/flowsurface,36,10,36,Rust,Cross-platform desktop app visualizing basic orderflow in crypto markets,1,GNU General Public License v3.0,"orderbook-tick-data, iced, cryptocurrency, trading",main,2025-02-19 09:43:19+00:00,2024-04-03 21:03:33+00:00,2025-02-21 20:49:30+00:00
bancorprotocol/webapp-v3,418447493,webapp-v3,False,bancorprotocol,https://github.com/bancorprotocol,https://github.com/bancorprotocol/webapp-v3,19,23,19,TypeScript,Bancor V3 dApp,77,MIT License,,main,2024-07-03 15:33:55+00:00,2021-10-18 10:16:35+00:00,2024-08-11 08:15:15+00:00
drips-network/app,535677466,app,False,drips-network,https://github.com/drips-network,https://github.com/drips-network/app,40,19,40,Svelte,💧 Funding that flows — Drips Frontend,148,GNU General Public License v3.0,"dapp, defi, ethereum, web3",main,2025-02-22 00:03:50+00:00,2022-09-12 13:22:21+00:00,2025-02-21 13:18:03+00:00
TalismanSociety/talisman,493497664,talisman,False,TalismanSociety,https://github.com/TalismanSociety,https://github.com/TalismanSociety/talisman,61,41,61,TypeScript,Multi-Chain Made Easy with Talisman Wallet. An ultra-secure Ethereum and Polkadot wallet for both beginners and pros.,57,GNU General Public License v3.0,"blockchain, monorepo, polkadot, wallet, ethereum",dev,2025-02-18 13:16:47+00:00,2022-05-18 03:40:03+00:00,2025-02-15 16:29:42+00:00
mouradski/ftso-prices-aggregator,646984016,ftso-prices-aggregator,False,mouradski,https://github.com/mouradski,https://github.com/mouradski/ftso-prices-aggregator,9,7,9,Java,"A digital asset price aggregator, the app centralizes real-time prices retrieval from over 81 exchanges using Websocket/rest APIs and distributes them via websocket in a single, simple format.",0,MIT License,"api, cryptocurrency, digital-asset, exchange, ftso, java17, price, quarkus, trade, websocket, websocket-client, websocket-server, docker, docker-compose",main,2025-02-19 13:59:44+00:00,2023-05-29 19:54:39+00:00,2025-02-19 13:59:48+00:00
czbag/zksync,673027445,zksync,False,czbag,https://github.com/czbag,https://github.com/czbag/zksync,459,220,459,Python,Multitool soft for ZkSync Era,2,,"api, ethereum, python, web3, web3py, zk-snarks, zksync",main,2024-05-18 15:22:41+00:00,2023-07-31 17:46:03+00:00,2025-02-15 18:24:24+00:00
BoomDAO/game-launcher,637707551,game-launcher,False,BoomDAO,https://github.com/BoomDAO,https://github.com/BoomDAO/game-launcher,35,6,35,Motoko,"A platform for discovering games, deploying game builds to smart contract canisters, creating NFT & Token collections, airdrops, payments, in-game minting & burning, configuring World smart contracts and more.",0,GNU General Public License v3.0,"dfinity, internet-computer, motoko",staging,2025-02-05 09:22:20+00:00,2023-05-08 08:41:21+00:00,2025-02-05 09:22:24+00:00
dreams-money/merged-mining-pool,668417979,merged-mining-pool,False,dreams-money,https://github.com/dreams-money,https://github.com/dreams-money/merged-mining-pool,12,16,12,Go,High-performance Merged Mining Pool Software centered around Doge/Litecoin,0,MIT License,"blockchain, dogecoin, litecoin, mining, mining-pool, mining-pools, pool, scrypt, merge-mining",master,2025-01-17 21:28:13+00:00,2023-07-19 18:57:42+00:00,2025-02-20 21:15:15+00:00
Adamant-im/adamant-coinoptimus,619860182,adamant-coinoptimus,False,Adamant-im,https://github.com/Adamant-im,https://github.com/Adamant-im/adamant-coinoptimus,366,25,366,JavaScript,Free self-hosted cryptocurrency trade bot for non-professional traders,2,GNU General Public License v3.0,,dev,2024-09-15 17:28:30+00:00,2023-03-27 15:00:12+00:00,2025-02-19 19:20:00+00:00
iskyd/walle,677685326,walle,False,iskyd,https://github.com/iskyd,https://github.com/iskyd/walle,20,7,20,Zig,Bitcoin wallet written in Zig,4,MIT License,,main,2025-02-18 16:00:45+00:00,2023-08-12 09:41:08+00:00,2025-02-18 17:10:12+00:00
sol-ethan/Sniper-Calls-Bot,848440192,Sniper-Calls-Bot,False,sol-ethan,https://github.com/sol-ethan,https://github.com/sol-ethan/Sniper-Calls-Bot,63,16,63,Python,"Sniper Calls Bot is a state-of-the-art automated trading tool developed by Solana experts, specifically designed for meme coins. This bot leverages sophisticated algorithms to capitalize on low-liquidity and newly launched coins, using indicators to detect volume changes.",0,GNU General Public License v3.0,,main,2025-01-31 23:08:38+00:00,2024-08-27 19:03:31+00:00,2025-02-18 07:28:49+00:00
0xlarry/byo_mint,737893363,byo_mint,False,0xlarry,https://github.com/0xlarry,https://github.com/0xlarry/byo_mint,33,11,33,Rust,A compressed NFT mint program on Solana.,2,MIT License,,main,2024-06-30 05:58:52+00:00,2024-01-01 21:50:35+00:00,2024-07-03 20:54:52+00:00
sepehr-safari/pinstr,635958781,pinstr,False,sepehr-safari,https://github.com/sepehr-safari,https://github.com/sepehr-safari/pinstr,43,5,43,TypeScript,"Decentralized, free, and open-source social network built on top of the Nostr Protocol for curating and sharing interests with the world.",8,MIT License,"bitcoin, nostr, bookmarks, decentralized",master,2024-06-21 12:11:53+00:00,2023-05-03 20:32:09+00:00,2025-01-21 00:24:09+00:00
andrei0x309/clear-wallet,547428571,clear-wallet,False,andrei0x309,https://github.com/andrei0x309,https://github.com/andrei0x309/clear-wallet,22,15,22,Vue,"Clear EVM wallet, fully open source, small sized implementation of an ethereum wallet. Implements MetaMask API. ",0,MIT License,"chrome-extension, ethereum, typescript, wallet, clear-wallet",main,2025-02-17 00:29:22+00:00,2022-10-07 17:08:11+00:00,2025-02-17 00:29:26+00:00
Uxandoriqk/Ethereum-MEV_Bot,930339016,Ethereum-MEV_Bot,False,Uxandoriqk,https://github.com/Uxandoriqk,https://github.com/Uxandoriqk/Ethereum-MEV_Bot,94,123,94,JavaScript,"🔰 A JavaScript-based Ethereum trading bot with local execution, advanced configurations, and DEX (MEV-Bot) integration for automated and reliable trading.",0,MIT License,"blockchain, bot, btc, crypto-bot, decentralized-exchanges, dex, ethereum, evm, javascript, liquidity-sniping, mempool, mev, mev-bots, nodejs, oneinch, smart-contracts, solidity, sushiswap, uniswap",main,2025-02-22 02:37:18+00:00,2025-02-10 13:30:31+00:00,2025-02-22 02:37:21+00:00
cawabunga/headless-web3-provider,544531306,headless-web3-provider,False,cawabunga,https://github.com/cawabunga,https://github.com/cawabunga/headless-web3-provider,51,13,51,TypeScript,Web3 wallet emulation similar to Metamask for testing Ethereum-based apps,1,,"ethereum, metamask, playwright, web3",main,2024-12-02 10:46:21+00:00,2022-10-02 17:59:23+00:00,2024-12-02 10:46:17+00:00
proxycapital/solana-civ-frontend,697693968,solana-civ-frontend,False,proxycapital,https://github.com/proxycapital,https://github.com/proxycapital/solana-civ-frontend,7,29,7,TypeScript,,11,,,main,2024-08-11 21:14:57+00:00,2023-09-28 09:25:28+00:00,2025-02-13 17:18:36+00:00
GemWallet/gemwallet-extension,427923258,gemwallet-extension,False,GemWallet,https://github.com/GemWallet,https://github.com/GemWallet/gemwallet-extension,60,23,60,TypeScript,GemWallet is a cutting-edge crypto wallet and Web3 layer for the XRP Ledger. Our browser extension enables you to interact with the XRP Ledger directly from your browser (Metamask for the XRPL). - https://gemwallet.app,8,Other,"xrp, xrp-ledger, xrpl, cryptocurrency, cryptocurrencies, crypto, typescript, yarnworkspaces, payment, payments, payment-gateway, payment-integration, paymentmethods, onlinepayment, onlinepay, ripple",master,2025-01-21 20:39:12+00:00,2021-11-14 12:32:32+00:00,2025-02-19 23:56:36+00:00
near/multichain-gas-station-contract,741276781,multichain-gas-station-contract,False,near,https://github.com/near,https://github.com/near/multichain-gas-station-contract,10,6,10,Rust,,10,,,master,2024-10-29 18:39:29+00:00,2024-01-10 04:02:15+00:00,2025-02-04 13:50:18+00:00
0xcrypto628/Solana-Arbitrage-Bot,795688334,Solana-Arbitrage-Bot,False,0xcrypto628,https://github.com/0xcrypto628,https://github.com/0xcrypto628/Solana-Arbitrage-Bot,19,8,19,Rust,This is solana arbitrage bot,0,MIT License,"blockchain, crypto-trading-robot, rust, solana, typescript",main,2024-08-13 18:04:53+00:00,2024-05-03 20:16:22+00:00,2025-02-02 05:24:42+00:00
jailbreakme-xyz/jailbreak,896983768,jailbreak,False,jailbreakme-xyz,https://github.com/jailbreakme-xyz,https://github.com/jailbreakme-xyz/jailbreak,36,17,36,JavaScript,jailbreakme.xyz is an open-source decentralized app (dApp) where users are challenged to try and jailbreak pre-existing LLMs in order to find weaknesses and be rewarded. 🏆,0,,"ai, bugbounty, cryptocurrency, cybersecurity, prompt-engineering, prompt-injection, solana, solana-program",main,2025-02-14 11:39:51+00:00,2024-12-01 19:24:03+00:00,2025-02-18 20:15:26+00:00
onbloc/adena-wallet,531390314,adena-wallet,False,onbloc,https://github.com/onbloc,https://github.com/onbloc/adena-wallet,28,20,28,TypeScript,Adena is a friendly browser extension wallet for the Gnoland blockchain.,47,GNU General Public License v3.0,"adena, extension, wallet, blockchain, gnoland, gnoland-blockchain",main,2025-02-21 14:32:56+00:00,2022-09-01 06:21:55+00:00,2025-02-20 08:25:18+00:00
drewcook/arbor-ui-legacy,460123296,arbor-ui-legacy,False,drewcook,https://github.com/drewcook,https://github.com/drewcook/arbor-ui-legacy,7,7,7,TypeScript,"A collaborative, music-making NFT platform for artists and collectors, built on Ethereum.",34,GNU General Public License v3.0,"collaboration, dapp, ethereum, music, nfts",main,2025-01-23 06:01:33+00:00,2022-02-16 18:14:02+00:00,2025-01-23 18:21:42+00:00
exactly/app,402131537,app,False,exactly,https://github.com/exactly,https://github.com/exactly/app,20,11,20,TypeScript,web application for interacting with exactly protocol.,40,Other,"blockchain, defi, ethereum, nextjs, optimism, react, typescript, web3, webapp",main,2025-02-14 05:07:17+00:00,2021-09-01 16:35:40+00:00,2025-02-14 05:07:05+00:00
ton-blockchain/wallet-contract,417629862,wallet-contract,False,ton-blockchain,https://github.com/ton-blockchain,https://github.com/ton-blockchain/wallet-contract,417,345,417,Shell,Wallet V4 and subscription smart contracts,37,,,main,2024-08-05 23:42:06+00:00,2021-10-15 20:42:49+00:00,2025-02-22 00:23:21+00:00
terpnetwork/terp-core,534322425,terp-core,False,terpnetwork,https://github.com/terpnetwork,https://github.com/terpnetwork/terp-core,11,8,11,Go,"The Official Repository For Terp-Network, A Decentralized Smart-Contract Platform For Terp Culture.",15,Other,,main,2024-11-21 21:31:17+00:00,2022-09-08 17:31:29+00:00,2024-11-21 21:31:21+00:00
ethereumfollowprotocol/app,684699597,app,False,ethereumfollowprotocol,https://github.com/ethereumfollowprotocol,https://github.com/ethereumfollowprotocol/app,24,37,24,TypeScript,Ethereum Follow Protocol Web App,3,MIT License,"efp, ethereum, decentralized-social-networks, social-graph, ethereumfollowprotocol",main,2025-02-20 15:20:37+00:00,2023-08-29 17:11:12+00:00,2025-02-20 15:20:40+00:00
unmani-shinde/paused-P2P-carpooling,551854930,paused-P2P-carpooling,False,unmani-shinde,https://github.com/unmani-shinde,https://github.com/unmani-shinde/paused-P2P-carpooling,21,13,21,JavaScript," This project aims to revolutionize the carpooling industry by leveraging blockchain technology; the proposed solution is a decentralized web-based application that connects riders and drivers directly through smart contracts on the blockchain, eliminating the need for intermediaries.",1,,"blockchain-technology, carpooling-application, ethereum-blockchain, ethereum-dapp, peer-to-peer, smart-contracts, peer-to-peer-carpooling",master,2024-03-26 20:27:25+00:00,2022-10-15 08:34:09+00:00,2025-01-10 00:22:50+00:00
StrikeFinance/strike-app,353874432,strike-app,False,StrikeFinance,https://github.com/StrikeFinance,https://github.com/StrikeFinance/strike-app,5,12,5,JavaScript,Strike Frontend DApp,0,MIT License,,staging,2024-07-31 19:18:47+00:00,2021-04-02 01:47:52+00:00,2024-07-31 19:14:00+00:00
Soptq/gnosis-safe-delegate-dapp,397857495,gnosis-safe-delegate-dapp,False,Soptq,https://github.com/Soptq,https://github.com/Soptq/gnosis-safe-delegate-dapp,19,13,19,JavaScript,"A dapp that demonstrates how to allow Gnosis-Safe delegation through Metamask or Ledger, without revealing users' private key.",3,MIT License,,master,2024-08-07 04:21:11+00:00,2021-08-19 07:36:02+00:00,2024-08-07 04:21:15+00:00
superbro423/sol_copy_trade-v1-28,928912568,sol_copy_trade-v1-28,False,superbro423,https://github.com/superbro423,https://github.com/superbro423/sol_copy_trade-v1-28,262,61,262,Python,"⚠️Solana Raydium Copy Trade Bot⚠️ 1 BLOCK SPEED SOLANA VOLUME BOT. Dominate the Solana ecosystem. Automate. Analyze. Win. This Solana CopyTrading Bot Supports PumpFun, Raydium to copy trade in 1 block. If you need Sol Volume Bot, Contact me. Solana Copy Trading Bot Solana Volume Bot Solana Copy Trading Bot Solana Copy Trading",0,MIT License,"copy, sol-copy-trading, solana-copytrade-bot-github, trade",main,2025-02-19 20:25:05+00:00,2025-02-07 13:18:10+00:00,2025-02-20 13:01:02+00:00
vladmeer/copy-trading-bot,893868626,copy-trading-bot,False,vladmeer,https://github.com/vladmeer,https://github.com/vladmeer/copy-trading-bot,460,401,460,TypeScript,Copy trading bot: copy the trader's trading on solana,0,,"bot, copy-trade, copy-trading, jupiter, raydium, solana, trade, trade-bot, trading, auto-trade-bot, raydium-sniper, solana-trade-bot, dexscreener",main,2025-02-13 20:38:59+00:00,2024-11-25 10:56:19+00:00,2025-02-22 01:59:52+00:00
onflow/monster-maker,578390195,monster-maker,False,onflow,https://github.com/onflow,https://github.com/onflow/monster-maker,19,9,19,TypeScript,Create a monster on Flow,4,The Unlicense,"dapp, flow, flow-blockchain, mobile-app, nft, blockchain, onflow",main,2024-09-26 08:32:33+00:00,2022-12-15 00:03:33+00:00,2024-10-14 08:41:13+00:00
use-ink/contracts-ui,374647141,contracts-ui,False,use-ink,https://github.com/use-ink,https://github.com/use-ink/contracts-ui,63,47,63,TypeScript,Web application for deploying wasm smart contracts on Substrate chains that include the FRAME contracts pallet,38,GNU General Public License v3.0,"substrate, smart-contracts, wasm, webapp, blockchain, dapp, webassembly",master,2024-08-26 17:04:57+00:00,2021-06-07 11:50:37+00:00,2025-01-24 21:30:55+00:00
TreeCityWes/Pump-Fun-Trading-Bot-Solana,806199932,Pump-Fun-Trading-Bot-Solana,False,TreeCityWes,https://github.com/TreeCityWes,https://github.com/TreeCityWes/Pump-Fun-Trading-Bot-Solana,174,66,174,JavaScript,Solana / Pump.fun Sniper and Trading bot - Free and Open-Source ,5,,,main,2024-08-02 14:26:48+00:00,2024-05-26 16:47:03+00:00,2025-02-21 01:54:54+00:00
w3rkspacelabs/DAppNodePackage-Swarm,512713333,DAppNodePackage-Swarm,False,w3rkspacelabs,https://github.com/w3rkspacelabs,https://github.com/w3rkspacelabs/DAppNodePackage-Swarm,7,6,7,Shell,Ethereum Swarm for DAppNode 🐝,4,GNU General Public License v3.0,"dappnode, ethereum, ethereum-swarm, storage, blockchain, decentralized, p2p, peer-to-peer, web3",main,2025-01-30 02:15:41+00:00,2022-07-11 10:34:35+00:00,2025-01-30 02:14:52+00:00
suiet/suiet,524088868,suiet,False,suiet,https://github.com/suiet,https://github.com/suiet/suiet,185,40,185,TypeScript,"The wallet for everyone, built on Sui blockchain",16,GNU General Public License v3.0,"sui, wallet, blockchain, chrome-extension, suiet",main,2025-02-07 00:11:08+00:00,2022-08-12 12:57:54+00:00,2025-02-22 02:01:55+00:00
MobulaFi/mobula-ui,708507797,mobula-ui,False,MobulaFi,https://github.com/MobulaFi,https://github.com/MobulaFi/mobula-ui,47,9,47,JavaScript,"Mobula App is an open-source coin & portfolio tracking platform, similar to CoinMarketCap & Zerion, with a decentralized listing system, Web3 sign-in & DeFi enabled.",6,GNU General Public License v3.0,"coingecko, coinmarketcap, cryptocurrency, dapp, web3",main,2024-06-28 17:40:03+00:00,2023-10-22 19:00:55+00:00,2025-01-28 08:50:12+00:00
palomachain/pigeon,478535094,pigeon,False,palomachain,https://github.com/palomachain,https://github.com/palomachain/pigeon,44,40,44,Go,Pigeon software is run by Paloma validators to send messages to any public blockchain,5,Apache License 2.0,"blockchain, crosschain, messaging, multichain",master,2025-01-27 17:28:46+00:00,2022-04-06 11:45:29+00:00,2025-01-27 17:28:51+00:00
scashnetwork/scash,761998293,scash,False,scashnetwork,https://github.com/scashnetwork,https://github.com/scashnetwork/scash,16,5,16,C++,Node software for Scash (Bitcoin protocol and RandomX PoW). Switch to branch scash_master and see doc/build-scash.md,0,MIT License,,scash_master,2024-05-07 06:56:59+00:00,2024-02-22 22:08:16+00:00,2025-02-19 17:49:09+00:00
RunOnFlux/ssp-wallet,664938085,ssp-wallet,False,RunOnFlux,https://github.com/RunOnFlux,https://github.com/RunOnFlux/ssp-wallet,8,6,8,TypeScript,"The MultiSig Wallet for Bitcoin, Ethereum and more!",0,GNU Affero General Public License v3.0,"bitcoin, crypto, eth, ethereum, flux, multisig, multisig-wallets, schnorr, wallet",master,2025-02-21 11:56:59+00:00,2023-07-11 04:56:29+00:00,2025-02-21 10:49:13+00:00
asavinov/intelligent-trading-bot,420628968,intelligent-trading-bot,False,asavinov,https://github.com/asavinov,https://github.com/asavinov/intelligent-trading-bot,1224,262,1224,Python,Intelligent Trading Bot: Automatically generating signals and trading based on machine learning and feature engineering,32,MIT License,"bitcoin, machine-learning, artificial-intelligence, feature-engineering, crypto, trading, algorithmic-trading, crypto-trading, trading-bots, cryptocurrency",master,2025-02-16 16:31:45+00:00,2021-10-24 08:34:07+00:00,2025-02-21 12:10:17+00:00
ChainBuff/sol-arb-bot,889906151,sol-arb-bot,False,ChainBuff,https://github.com/ChainBuff,https://github.com/ChainBuff/sol-arb-bot,281,83,281,TypeScript,a solana dex arbitrage bot based on Jupiter v6,3,MIT License,,main,2024-11-27 14:48:51+00:00,2024-11-17 14:45:34+00:00,2025-02-21 23:06:09+00:00
curltech/colla_chat,492930660,colla_chat,False,curltech,https://github.com/curltech,https://github.com/curltech/colla_chat,11,5,11,Dart,"A Colla DApp, an open source private and decentralized messaging app owned by no one and everyone",0,GNU General Public License v2.0,,main,2025-02-21 18:49:09+00:00,2022-05-16 17:15:25+00:00,2025-02-21 18:49:12+00:00
SolanaMemeDev/Solana-sniper-bot-advanced,926654564,Solana-sniper-bot-advanced,False,SolanaMemeDev,https://github.com/SolanaMemeDev,https://github.com/SolanaMemeDev/Solana-sniper-bot-advanced,12,21,12,HTML,"Solana sniper bot, Raydium and Pump.Fun supported. Multi wallet and multi chain. This means not only Solana, but BSC, Ethereum, Cronos, and much more. Pancakeswap + many other exchanges supported as well as anti blacklist with contract buy!",0,,,main,2025-02-20 00:00:03+00:00,2025-02-03 16:30:29+00:00,2025-02-20 00:00:06+00:00
alfahami/bcertificate,424254459,bcertificate,False,alfahami,https://github.com/alfahami,https://github.com/alfahami/bcertificate,5,5,5,Shell,"A Hyperledger blockchain network that automates the issuance, dispatch, and management of university's digital credentials (diplomas, skills, transcripts, degree certifications, etc).",0,,"blockchain, blockchain-technology, hyperledger-fabric, hyperledger, smart-contracts, wallet, node-js, expressjs, distributed-ledger, fabric, fabric-java-sdk, fabric-sdk-node, fabric-api",main,2025-01-01 20:30:12+00:00,2021-11-03 14:21:57+00:00,2025-01-01 20:30:22+00:00
KOSASIH/eulers-shield,852576062,eulers-shield,False,KOSASIH,https://github.com/KOSASIH,https://github.com/KOSASIH/eulers-shield,154,19,154,Python,"A decentralized, AI-powered financial system for stabilizing the value of Pi Coin at $314159. Combining blockchain, machine learning, and cybersecurity, Euler's Shield ensures the security, scalability, and decentralization of the Pi Coin ecosystem.",3,Apache License 2.0,"pi-network, pi-network-ecosystem, cyber-security, pi-coin, stablecoin, eulers-shield",main,2025-02-21 10:34:10+00:00,2024-09-05 03:38:35+00:00,2025-02-22 02:07:45+00:00
enlomy/arbitrage,895191012,arbitrage,False,enlomy,https://github.com/enlomy,https://github.com/enlomy/arbitrage,5,13,5,,arbitrage: solana arbitrage ,0,,"arbitrage, jito, jupiter, solana",main,2024-12-05 11:47:54+00:00,2024-11-27 18:14:15+00:00,2025-02-03 08:43:50+00:00
lukeprofits/Monero_Subscriptions_Wallet,636922941,Monero_Subscriptions_Wallet,False,lukeprofits,https://github.com/lukeprofits,https://github.com/lukeprofits/Monero_Subscriptions_Wallet,52,7,52,Python,A Monero wallet that automatically pays subscriptions.,2,MIT License,,main,2024-09-09 18:21:02+00:00,2023-05-06 01:45:38+00:00,2025-01-22 03:36:08+00:00
streamr-dev/chat,375106670,chat,False,streamr-dev,https://github.com/streamr-dev,https://github.com/streamr-dev/chat,21,5,21,TypeScript,A proof-of-concept chat application built on the Streamr network.,13,,"chat, dapp, real-time, streamr, web3, data, messaging",main,2025-02-14 16:33:41+00:00,2021-06-08 18:25:11+00:00,2025-02-14 16:37:15+00:00
g0drlc/Solana-Trading-AI-Agent,922615173,Solana-Trading-AI-Agent,False,g0drlc,https://github.com/g0drlc,https://github.com/g0drlc/Solana-Trading-AI-Agent,40,38,40,TypeScript,Solana AI Agent-Solana memecoin AI Agent Trading Dapp-Solana AI Agent for Trading,0,,"ai-agent, memecoin, solana-ai-agent, trading",main,2025-02-14 14:59:50+00:00,2025-01-26 17:15:49+00:00,2025-02-20 13:01:06+00:00
enlomy/raydium-volume-bot,829080768,raydium-volume-bot,False,enlomy,https://github.com/enlomy,https://github.com/enlomy/raydium-volume-bot,6,8,6,TypeScript,raydium volume,0,MIT License,"metaplex, raydium, raydium-sdk, solana, spl-token",main,2024-07-19 15:35:09+00:00,2024-07-15 18:04:20+00:00,2025-02-01 21:40:15+00:00
near/near-sandbox,387903507,near-sandbox,False,near,https://github.com/near,https://github.com/near/near-sandbox,50,19,50,TypeScript,Easily run a local NEAR blockchain,9,GNU General Public License v3.0,,main,2024-12-17 17:18:26+00:00,2021-07-20 20:12:34+00:00,2025-01-09 06:50:07+00:00
